query,patron,total_postings,tiempo_seg
dc accommodations,t1 AND t2,128,0.000155123
yahoo photos,t1 AND t2,810,0.000371848
weber grills,t1 AND t2,9,0.000103997
employee evaluations,t1 AND t2,39,0.000110074
florida drivers,t1 AND t2,184,0.000151631
star wars,t1 AND t2,237,0.000165040
funny videos,t1 AND t2,87,0.000125439
dallas isd,t1 AND t2,60,0.000114055
marshall inman,t1 AND t2,46,0.000113147
ocean fishing,t1 AND t2,103,0.000133611
italy flights,t1 AND t2,283,0.000168742
yahoo mail,t1 AND t2,67,0.000207226
puppy training,t1 AND t2,203,0.002575761
pioneer league,t1 AND t2,306,0.000167695
tko farm,t1 AND t2,77,0.000096733
smee builders,t1 AND t2,12,0.000089889
enable sounds,t1 AND t2,62,0.000088282
atm babes,t1 AND t2,4,0.000076897
vida tv,t1 AND t2,352,0.000171886
detroit sponge,t1 AND t2,53,0.000127884
header collectors,t1 AND t2,29,0.000078574
monica sweetheart,t1 AND t2,4,0.000071031
car rentals,t1 AND t2,227,0.000136893
phone book,t1 AND t2,775,0.000325890
nbc news,t1 AND t2,402,0.000233836
horse lovers,t1 AND t2,68,0.000092542
jacksonville florida,t1 AND t2,167,0.000122994
dance poms,t1 AND t2,113,0.000085488
nicky cruz,t1 AND t2,12,0.000073824
hairy men,t1 AND t2,270,0.000120061
graduation jokes,t1 AND t2,51,0.000093032
napoleon dynamite,t1 AND t2,19,0.000068516
york pa,t1 AND t2,139,0.000107838
lilly pulitzer,t1 AND t2,4,0.000062021
thermos coolers,t1 AND t2,3,0.000070472
online rpg,t1 AND t2,170,0.000114403
tom petty,t1 AND t2,92,0.000156449
buddy profile,t1 AND t2,326,0.000136964
ceiling alternatives,t1 AND t2,29,0.000074732
cornell university,t1 AND t2,594,0.000199473
sprint pcs,t1 AND t2,15,0.000070263
boxer dog,t1 AND t2,85,0.000078923
hofstra university,t1 AND t2,582,0.000217004
ovarian cancer,t1 AND t2,69,0.000114194
toy story,t1 AND t2,370,0.000149395
wild cherry,t1 AND t2,74,0.000133541
creative launcher,t1 AND t2,61,0.000084441
volcanic activity,t1 AND t2,126,0.000089121
lazy boy,t1 AND t2,117,0.000103648
online surveys,t1 AND t2,172,0.000195143
wedding dresses,t1 AND t2,49,0.000092473
eileen vargas,t1 AND t2,8,0.000074035
connecticut government,t1 AND t2,590,0.000315344
bahia mar,t1 AND t2,45,0.000083952
real ghosts,t1 AND t2,248,0.000120620
food tv,t1 AND t2,499,0.000173491
samurai outfits,t1 AND t2,16,0.000094428
cyber text,t1 AND t2,6048,0.001540051
midnight velvet,t1 AND t2,29,0.000126417
alaska cruise,t1 AND t2,68,0.000113147
shawnee trails,t1 AND t2,30,0.000081577
shrek movie,t1 AND t2,219,0.000149675
rice texas,t1 AND t2,207,0.000141503
michael fay,t1 AND t2,120,0.000118035
eagle wheels,t1 AND t2,82,0.000151910
floating tile,t1 AND t2,26,0.000075920
rascal flats,t1 AND t2,12,0.000083812
vegas escorts,t1 AND t2,14,0.000071101
mobile homes,t1 AND t2,117,0.000127394
cheap curtains,t1 AND t2,22,0.000079202
text size,t1 AND t2,12086,0.003625791
songwriters guild,t1 AND t2,26,0.000120131
apache lake,t1 AND t2,108,0.000095965
washington dc,t1 AND t2,382,0.000148627
abutilon hybrid,t1 AND t2,20,0.000083952
heart tattoo,t1 AND t2,180,0.000102530
giants dugout,t1 AND t2,21,0.000176355
deli case,t1 AND t2,278,0.000130259
sf zoo,t1 AND t2,43,0.000078853
guitar tab,t1 AND t2,147,0.000094359
sims cheats,t1 AND t2,10,0.000079691
johnson tapes,t1 AND t2,106,0.000086816
tom cruise,t1 AND t2,108,0.002453117
suzanne somers,t1 AND t2,9,0.000065373
yahoo mail,t1 AND t2,67,0.000076828
beach cam,t1 AND t2,67,0.000081368
kentucky lottery,t1 AND t2,60,0.000130608
opelika alabama,t1 AND t2,64,0.000079971
airline tickets,t1 AND t2,63,0.000077247
star ledger,t1 AND t2,173,0.000214420
natalie holloway,t1 AND t2,7,0.000098689
digital printing,t1 AND t2,218,0.000171605
ball seed,t1 AND t2,123,0.000150653
morgan nick,t1 AND t2,84,0.000096524
ar doc,t1 AND t2,146,0.000190883
swing sets,t1 AND t2,124,0.000150373
disney channel,t1 AND t2,147,0.000128582
buzz chat,t1 AND t2,22,0.000088072
free condoms,t1 AND t2,6044,0.001822708
aqha congress,t1 AND t2,96,0.000177822
radio shack,t1 AND t2,285,0.000219030
healthy kids,t1 AND t2,69,0.000134938
yahoo maps,t1 AND t2,799,0.000257164
seattle mariners,t1 AND t2,42,0.000083883
delta airlines,t1 AND t2,90,0.000096873
abc distributors,t1 AND t2,68,0.000092403
yahoo travel,t1 AND t2,156,0.000129840
breast lifts,t1 AND t2,25,0.000072567
arthurs steakhouse,t1 AND t2,2,0.000061533
camcorders review,t1 AND t2,171,0.000172025
queen mary,t1 AND t2,214,0.000141503
orlando bloom,t1 AND t2,34,0.000148627
baby names,t1 AND t2,458,0.000250040
drug actions,t1 AND t2,166,0.000129211
female ejaculation,t1 AND t2,308,0.000171676
flower tattoos,t1 AND t2,47,0.000084651
family handyman,t1 AND t2,842,0.000304938
hollyhock pests,t1 AND t2,6,0.000083394
janet jackson,t1 AND t2,100,0.000102879
nj dop,t1 AND t2,29,0.000076898
hagerstown newspaper,t1 AND t2,152,0.000122366
amc norwalk,t1 AND t2,10,0.000062580
toy soldiers,t1 AND t2,118,0.000109654
spina systems,t1 AND t2,187,0.000122017
car rentals,t1 AND t2,227,0.000116290
radio stations,t1 AND t2,470,0.000167834
jade moore,t1 AND t2,53,0.000081508
vegetable gardening,t1 AND t2,22,0.000068168
entertainment earth,t1 AND t2,241,0.000123833
kendal county,t1 AND t2,338,0.000218052
holloway case,t1 AND t2,272,0.000189696
family circle,t1 AND t2,892,0.000348868
colorado mills,t1 AND t2,91,0.000101274
bishonen anime,t1 AND t2,50,0.000093591
eye makeup,t1 AND t2,218,0.000125439
columbus texas,t1 AND t2,201,0.000131027
web cam,t1 AND t2,204,0.000121668
patio designs,t1 AND t2,59,0.000090238
hugo boss,t1 AND t2,72,0.000088352
interactive weather,t1 AND t2,87,0.000110772
police salaries,t1 AND t2,157,0.000099108
derek jeter,t1 AND t2,15,0.000088981
zebras prints,t1 AND t2,14,0.000084022
aruba map,t1 AND t2,446,0.000199054
dnr md,t1 AND t2,43,0.000124462
rabbit care,t1 AND t2,138,0.000090308
photography washington,t1 AND t2,305,0.000131236
extensor retinaculum,t1 AND t2,3,0.000062999
skin yeast,t1 AND t2,59,0.000073475
yahoo mail,t1 AND t2,67,0.000089539
salvage motorcycles,t1 AND t2,12,0.000072008
career builder,t1 AND t2,589,0.000242148
bose logo,t1 AND t2,212,0.001058409
branford ct,t1 AND t2,26,0.000073127
mccoy usa,t1 AND t2,304,0.000170627
wal mart,t1 AND t2,16,0.000107629
dragon mugs,t1 AND t2,45,0.000120899
rebecca scott,t1 AND t2,86,0.000096245
peg happiness,t1 AND t2,18,0.000067748
women galleries,t1 AND t2,272,0.000125997
franklin sports,t1 AND t2,352,0.000166926
baseball draft,t1 AND t2,234,0.000163922
sacramento movies,t1 AND t2,113,0.000092542
victory motorcycles,t1 AND t2,150,0.000117757
pm pools,t1 AND t2,43,0.000083044
incentive coupon,t1 AND t2,8,0.000065863
gilbert republic,t1 AND t2,230,0.000120899
shot needle,t1 AND t2,142,0.000089819
outer spaces,t1 AND t2,75,0.000082905
elmer wheeler,t1 AND t2,19,0.000066980
nia long,t1 AND t2,518,0.000201778
bed furniture,t1 AND t2,81,0.000085000
halloween costumes,t1 AND t2,20,0.000102042
maximum exposure,t1 AND t2,129,0.000092123
hannibal soundtrack,t1 AND t2,70,0.000094848
tom cruise,t1 AND t2,108,0.000106023
gold braces,t1 AND t2,192,0.000112030
photography contests,t1 AND t2,66,0.000096244
penn dot,t1 AND t2,41,0.000075151
king tut,t1 AND t2,273,0.000209880
michaels crafts,t1 AND t2,16,0.000074873
coldwater creek,t1 AND t2,8,0.000100295
surf jamaica,t1 AND t2,43,0.000079762
jaden smith,t1 AND t2,135,0.000145484
gail langue,t1 AND t2,6,0.000088213
traffic tickets,t1 AND t2,116,0.000098759
meadowbrook school,t1 AND t2,518,0.000187949
sleazy dream,t1 AND t2,76,0.000082346
instant messenger,t1 AND t2,33,0.000071660
polly klaas,t1 AND t2,10,0.000075152
tv tome,t1 AND t2,362,0.000147719
stock market,t1 AND t2,250,0.000163644
philadelphia tribune,t1 AND t2,84,0.000096175
word twist,t1 AND t2,220,0.000155472
yahoo messenger,t1 AND t2,40,0.000093451
web browsers,t1 AND t2,204,0.000108677
virus protection,t1 AND t2,116,0.000142691
snatch movie,t1 AND t2,218,0.000166927
jewish organizations,t1 AND t2,286,0.000127883
kelly clarkson,t1 AND t2,39,0.000182292
psalm 68,t1 AND t2,136,0.000094918
lancaster pa,t1 AND t2,76,0.000184248
burns security,t1 AND t2,126,0.000104836
geneva switzerland,t1 AND t2,138,0.000138011
marriage encounter,t1 AND t2,228,0.000183968
thoroughbred pedigree,t1 AND t2,13,0.000072638
spirit airlines,t1 AND t2,124,0.000092053
hunter douglas,t1 AND t2,100,0.000119851
jessica simpson,t1 AND t2,30,0.000069704
cursive lyrics,t1 AND t2,84,0.000079691
katie holmes,t1 AND t2,18,0.000068098
graves custom,t1 AND t2,49,0.000073615
chattanooga attractions,t1 AND t2,53,0.000073545
daniel williams,t1 AND t2,165,0.000101972
tattoo removal,t1 AND t2,49,0.000073127
graffiti creator,t1 AND t2,64,0.000099178
la academia,t1 AND t2,306,0.000128093
coleman trailers,t1 AND t2,25,0.000087724
raffle tickets,t1 AND t2,36,0.000071939
occupational hazards,t1 AND t2,20,0.000102810
miami apartments,t1 AND t2,86,0.000082556
penn lottery,t1 AND t2,19,0.000067958
rifle scopes,t1 AND t2,31,0.000533116
background images,t1 AND t2,9314,0.002888591
elegant angel,t1 AND t2,57,0.000115033
continental airlines,t1 AND t2,74,0.000083882
abbott lab,t1 AND t2,36,0.000076269
kawasaki voyager,t1 AND t2,20,0.000090098
software downloads,t1 AND t2,110,0.000107140
privacy preferences,t1 AND t2,17,0.000068168
wells fargo,t1 AND t2,38,0.000104276
teen quizzes,t1 AND t2,19,0.000068656
travel directions,t1 AND t2,152,0.000095965
teen quizzes,t1 AND t2,19,0.000071171
cannon camcorder,t1 AND t2,36,0.000070891
grid iron,t1 AND t2,118,0.000089749
danny roberts,t1 AND t2,72,0.000076758
foot cramp,t1 AND t2,265,0.000122785
virginia map,t1 AND t2,547,0.000190883
excise tax,t1 AND t2,59,0.000083812
dsm personality,t1 AND t2,52,0.000076479
notch johnson,t1 AND t2,97,0.000112379
pheasant eggs,t1 AND t2,32,0.000067190
acton comics,t1 AND t2,92,0.000095686
ripped fuel,t1 AND t2,59,0.000074173
google maps,t1 AND t2,812,0.000249621
covenant house,t1 AND t2,431,0.000174539
driving directions,t1 AND t2,98,0.000090657
abaya dubai,t1 AND t2,13,0.000065304
creative intention,t1 AND t2,93,0.000097292
northwest airlines,t1 AND t2,132,0.000121179
leave comments,t1 AND t2,209,0.000157916
lowered trucks,t1 AND t2,39,0.000101203
rent movie,t1 AND t2,227,0.000147021
hindu bhajans,t1 AND t2,34,0.000085698
quantum cryptography,t1 AND t2,28,0.000123763
jackson casino,t1 AND t2,107,0.000093940
alabama doctors,t1 AND t2,97,0.000087933
werewolf breeding,t1 AND t2,37,0.000102041
merrill haggard,t1 AND t2,10,0.000089680
ann taylor,t1 AND t2,90,0.000136125
security transmissions,t1 AND t2,107,0.000188438
xm radio,t1 AND t2,285,0.000121319
divorce decree,t1 AND t2,46,0.000101063
phone numbers,t1 AND t2,232,0.000201708
file sharing,t1 AND t2,112,0.000093381
tsunami warning,t1 AND t2,44,0.000085419
bam margera,t1 AND t2,5,0.000069913
red skelton,t1 AND t2,278,0.000168253
sailboat charters,t1 AND t2,12,0.000097711
ken harrelson,t1 AND t2,25,0.000108397
kendo la,t1 AND t2,295,0.000140177
norton healthcare,t1 AND t2,36,0.000084162
clavicle bones,t1 AND t2,26,0.000096804
truck tents,t1 AND t2,43,0.000093799
discount tire,t1 AND t2,24,0.000099527
traditional mantles,t1 AND t2,237,0.000130538
arizona lottery,t1 AND t2,61,0.000121179
dictionary meanings,t1 AND t2,194,0.000111261
joshua jackson,t1 AND t2,96,0.000122715
bac limit,t1 AND t2,6047,0.001700481
savannah ga,t1 AND t2,84,0.000102600
swimming pools,t1 AND t2,56,0.000129630
iowa playhouse,t1 AND t2,53,0.000086326
flowerbed stone,t1 AND t2,120,0.000091634
clinton iowa,t1 AND t2,85,0.000081508
credit reports,t1 AND t2,151,0.000094010
funnel cakes,t1 AND t2,9,0.000071101
alex baker,t1 AND t2,79,0.000080250
jackson outlets,t1 AND t2,101,0.000132075
arizona airports,t1 AND t2,107,0.000098340
brazilian trans,t1 AND t2,76,0.000172933
alexandria va,t1 AND t2,62,0.001695453
salisbury university,t1 AND t2,599,0.000237259
block mail,t1 AND t2,130,0.000150163
cable deal,t1 AND t2,179,0.000131725
jessica lynch,t1 AND t2,11,0.000074733
schumacher racing,t1 AND t2,86,0.000098829
diet pills,t1 AND t2,33,0.000069494
real pimps,t1 AND t2,233,0.000122086
liver cysts,t1 AND t2,22,0.000068167
baby names,t1 AND t2,458,0.000199892
california dmv,t1 AND t2,321,0.000158615
lowell ogle,t1 AND t2,11,0.000066701
baby blanket,t1 AND t2,66,0.000078784
stove pipe,t1 AND t2,16,0.000064815
southern cooking,t1 AND t2,256,0.000121179
britney spears,t1 AND t2,7,0.000073336
downey high,t1 AND t2,583,0.000192070
baseball pictures,t1 AND t2,205,0.000113077
sunrise time,t1 AND t2,1479,0.000424789
youth violence,t1 AND t2,206,0.000117896
yahoo mail,t1 AND t2,67,0.000080180
nsync nu,t1 AND t2,14,0.000067189
court tv,t1 AND t2,514,0.000225176
chevrolet dealers,t1 AND t2,14,0.000070682
yahoo sports,t1 AND t2,315,0.000221334
herald star,t1 AND t2,187,0.000138640
dying rose,t1 AND t2,117,0.000102181
hp monitors,t1 AND t2,52,0.000074803
pinellas clerk,t1 AND t2,37,0.000071100
haden christensen,t1 AND t2,2,0.000061462
katie holmes,t1 AND t2,18,0.000069005
circus pictures,t1 AND t2,107,0.000086327
tough stuff,t1 AND t2,39,0.000069774
natalie portman,t1 AND t2,6,0.000062510
daily times,t1 AND t2,533,0.000181035
harlem renaissance,t1 AND t2,42,0.000136265
family fun,t1 AND t2,890,0.000383931
hilton hotels,t1 AND t2,28,0.000105533
tori kelly,t1 AND t2,38,0.000095685
star wars,t1 AND t2,237,0.000121668
somerset ky,t1 AND t2,49,0.000118175
oliver james,t1 AND t2,211,0.000135147
parental control,t1 AND t2,293,0.000256745
chicken snake,t1 AND t2,50,0.000080670
bobby darin,t1 AND t2,18,0.000076479
va beach,t1 AND t2,90,0.000083114
ford pinto,t1 AND t2,48,0.000177682
aol calendar,t1 AND t2,66,0.000121319
funky town,t1 AND t2,538,0.000243824
boost radio,t1 AND t2,299,0.000172025
global beauties,t1 AND t2,82,0.000097432
enchanted learning,t1 AND t2,100,0.000107559
american pup,t1 AND t2,816,0.000303330
vin decoding,t1 AND t2,4,0.000103020
california homeschooling,t1 AND t2,322,0.000201848
loco 88,t1 AND t2,349,0.000205968
criminal records,t1 AND t2,301,0.000131795
coastal campgrounds,t1 AND t2,46,0.000079692
auto trader,t1 AND t2,877,0.000308220
easton toyota,t1 AND t2,21,0.000194724
people search,t1 AND t2,7902,0.002164243
woodson county,t1 AND t2,344,0.000198077
watchers web,t1 AND t2,202,0.000116010
don omar,t1 AND t2,50,0.000078085
weather channel,t1 AND t2,177,0.000142900
carols daughter,t1 AND t2,239,0.000116779
internet explorer,t1 AND t2,123,0.000125299
houseboat builders,t1 AND t2,12,0.000081508
shea butter,t1 AND t2,8,0.000070262
performance rods,t1 AND t2,217,0.000132005
government waste,t1 AND t2,555,0.003233339
alison zur,t1 AND t2,20,0.000118245
football gear,t1 AND t2,378,0.000149814
irs gov,t1 AND t2,11,0.000160640
vent cleaning,t1 AND t2,18,0.000078086
suzanne somers,t1 AND t2,9,0.000063418
katy perry,t1 AND t2,41,0.000073895
lenox ma,t1 AND t2,77,0.000103857
fully committed,t1 AND t2,197,0.000127464
diamond rings,t1 AND t2,66,0.000080110
tiki torches,t1 AND t2,6,0.000068796
george alley,t1 AND t2,208,0.000137103
news articles,t1 AND t2,6390,0.001919232
connecticut sun,t1 AND t2,148,0.000209600
bingo supplies,t1 AND t2,50,0.000090657
pregnancy doppler,t1 AND t2,33,0.000095267
fashion jobs,t1 AND t2,124,0.000106721
jc penney,t1 AND t2,18,0.000150233
jennifer garner,t1 AND t2,16,0.000067749
yahoo mail,t1 AND t2,67,0.000120550
swim gear,t1 AND t2,35,0.000069075
louisville mojo,t1 AND t2,37,0.000071519
dust insects,t1 AND t2,46,0.000089749
conemaugh hospital,t1 AND t2,115,0.000090168
shelley hunter,t1 AND t2,48,0.000090168
foot doctor,t1 AND t2,343,0.000164692
hawaiian translations,t1 AND t2,44,0.000089609
driving directions,t1 AND t2,98,0.000102181
stun guns,t1 AND t2,71,0.000173142
snake extermination,t1 AND t2,35,0.000071171
eskimo lyrics,t1 AND t2,81,0.000104626
fathers day,t1 AND t2,504,0.000207994
brazilian wax,t1 AND t2,52,0.000130328
student trombone,t1 AND t2,180,0.000105534
florida lottery,t1 AND t2,153,0.000125928
harrisburg hotels,t1 AND t2,31,0.000083463
live support,t1 AND t2,666,0.000219239
upgrade ram,t1 AND t2,43,0.000087304
gwen stefani,t1 AND t2,2,0.000072777
bow wow,t1 AND t2,36,0.000092333
sol beer,t1 AND t2,31,0.000068237
american bandstand,t1 AND t2,816,0.000407398
sick babies,t1 AND t2,32,0.000097991
american singles,t1 AND t2,1002,0.000364024
rent movie,t1 AND t2,227,0.000126766
cinema 16,t1 AND t2,1175,0.000425766
liberty university,t1 AND t2,638,0.000219029
weather bug,t1 AND t2,85,0.000115940
pogo games,t1 AND t2,303,0.000128722
meningitis shot,t1 AND t2,142,0.000096594
declawing cats,t1 AND t2,24,0.000097711
lake lewisville,t1 AND t2,102,0.000085628
radio shack,t1 AND t2,285,0.000127395
safe minds,t1 AND t2,78,0.000086815
costa rica,t1 AND t2,7,0.000064955
amy smart,t1 AND t2,22,0.000097851
london tours,t1 AND t2,451,0.000161828
detroit pistons,t1 AND t2,48,0.000084162
dark collection,t1 AND t2,353,0.000141922
black girl,t1 AND t2,484,0.000207994
mystery skateboard,t1 AND t2,55,0.000110772
hematology procedure,t1 AND t2,47,0.000074733
potomac speedway,t1 AND t2,14,0.000068167
bowel cancer,t1 AND t2,68,0.000084021
standish michigan,t1 AND t2,103,0.000089121
lindsay martin,t1 AND t2,113,0.000090587
sergio barrera,t1 AND t2,5,0.000062441
michigan lottery,t1 AND t2,111,0.000121598
map quest,t1 AND t2,466,0.000211486
coffee trivia,t1 AND t2,95,0.000108467
closet organizers,t1 AND t2,14,0.000932342
strive bar,t1 AND t2,133,0.000121877
hobby lobby,t1 AND t2,19,0.000090587
mark wahlberg,t1 AND t2,204,0.000133681
aol icons,t1 AND t2,22,0.000079761
stamina rx,t1 AND t2,9,0.000066352
tool king,t1 AND t2,320,0.000138709
social security,t1 AND t2,298,0.000137522
arapahoe park,t1 AND t2,173,0.000122436
mary kate,t1 AND t2,110,0.000098689
snake behavior,t1 AND t2,105,0.000089399
beast bruno,t1 AND t2,39,0.000096803
plane tickets,t1 AND t2,83,0.000097642
tv guide,t1 AND t2,542,0.000182850
goin crazy,t1 AND t2,30,0.000085768
ica rodeo,t1 AND t2,8,0.000069145
international soccer,t1 AND t2,583,0.000321280
salary comparisons,t1 AND t2,28,0.000075711
virgin mobile,t1 AND t2,86,0.000102181
cosmetology school,t1 AND t2,517,0.000225665
spooner farms,t1 AND t2,21,0.000072498
toastmaster bread,t1 AND t2,23,0.000067329
astrid lindgren,t1 AND t2,3,0.000059646
free computers,t1 AND t2,6094,0.001556534
motorcycle helmets,t1 AND t2,31,0.000143948
hilary stars,t1 AND t2,203,0.000110982
stevens underwear,t1 AND t2,34,0.000084161
camden aquarium,t1 AND t2,30,0.000083393
southwest airlines,t1 AND t2,119,0.000132493
map quest,t1 AND t2,466,0.000219449
porch lights,t1 AND t2,56,0.000103438
idaho law,t1 AND t2,371,0.000203105
sasuke quizzes,t1 AND t2,3,0.000080320
internationals soccer,t1 AND t2,209,0.000183130
fleet bank,t1 AND t2,157,0.000114543
cat worms,t1 AND t2,64,0.000095406
auto europe,t1 AND t2,1190,0.000401251
homo art,t1 AND t2,292,0.000195912
dell laptop,t1 AND t2,21,0.000108887
bleeding hearts,t1 AND t2,47,0.000087724
dime magazine,t1 AND t2,246,0.000182152
aruba holloway,t1 AND t2,12,0.000123553
kansas camping,t1 AND t2,63,0.000076688
channel strip,t1 AND t2,161,0.000120271
language translator,t1 AND t2,762,0.000312969
american airlines,t1 AND t2,860,0.000404953
patio furniture,t1 AND t2,22,0.000099807
days inn,t1 AND t2,356,0.000148069
fl lottery,t1 AND t2,44,0.000090936
northwest airlines,t1 AND t2,132,0.000163504
circus circus,t1 AND t2,38,0.000066351
pirate relays,t1 AND t2,23,0.000096314
velvet ants,t1 AND t2,10,0.000074802
scott bryant,t1 AND t2,70,0.000127465
lakeshore fl,t1 AND t2,36,0.000080599
dirty jokes,t1 AND t2,28,0.000065164
jc wachowski,t1 AND t2,16,0.000068586
niagara falls,t1 AND t2,66,0.000075920
jonesboro sun,t1 AND t2,88,0.000082276
pro pool,t1 AND t2,115,0.000087304
rheumatic fever,t1 AND t2,25,0.000068167
flowering plants,t1 AND t2,152,0.000108257
hottie moms,t1 AND t2,3,0.000064047
free music,t1 AND t2,6819,0.001900794
greatest american,t1 AND t2,908,0.000440573
cheap rail,t1 AND t2,102,0.000156449
mondo bongo,t1 AND t2,2,0.000077178
oak express,t1 AND t2,75,0.000093101
gilmore girls,t1 AND t2,82,0.000121807
watch card,t1 AND t2,146,0.000114543
watkins glen,t1 AND t2,31,0.001873135
weight watchers,t1 AND t2,169,0.000114404
auto trader,t1 AND t2,877,0.000314645
wrestling ladies,t1 AND t2,76,0.000120969
phoenix shopping,t1 AND t2,85,0.000099736
ricky martin,t1 AND t2,105,0.000107210
jc penny,t1 AND t2,25,0.000068097
phoenix suns,t1 AND t2,40,0.000075501
leveraging opportunities,t1 AND t2,50,0.000076409
yahoo map,t1 AND t2,464,0.000170977
interviewing questions,t1 AND t2,86,0.000083393
leslie pools,t1 AND t2,25,0.000066352
princess ai,t1 AND t2,61,0.000074873
gerry marsden,t1 AND t2,6,0.000061043
ticket master,t1 AND t2,195,0.000136335
susan edwards,t1 AND t2,48,0.000113007
scranton times,t1 AND t2,440,0.000194864
tego ringtone,t1 AND t2,5,0.000063907
turkish newspaper,t1 AND t2,192,0.000142691
ant infestation,t1 AND t2,20,0.000078644
clay pots,t1 AND t2,51,0.000138360
katy augustus,t1 OR t2,16,0.000084441
tyson fight,t1 OR t2,149,0.000117617
modesto bee,t1 OR t2,23,0.000060555
british airways,t1 OR t2,472,0.000262612
star wars,t1 OR t2,237,0.000143249
er cast,t1 OR t2,201,0.000150932
touch kirby,t1 OR t2,51,0.000120970
business loans,t1 OR t2,330,0.000246548
fare tracker,t1 OR t2,19,0.000083463
obi won,t1 OR t2,497,0.000281958
model girls,t1 OR t2,271,0.000198216
noir chloe,t1 OR t2,8,0.000108258
apollo missions,t1 OR t2,82,0.000083463
rachel mcadams,t1 OR t2,14,0.000059576
free music,t1 OR t2,6819,0.002693658
bentley automobiles,t1 OR t2,19,0.000075711
chlorine generator,t1 OR t2,18,0.000062719
yahoo finance,t1 OR t2,104,0.000164552
tire kingdom,t1 OR t2,343,0.000198077
hot quotes,t1 OR t2,142,0.000107140
jennifer aniston,t1 OR t2,12,0.000071450
yahoo calendar,t1 OR t2,82,0.000103089
gator logo,t1 OR t2,215,0.000121039
bronx schools,t1 OR t2,269,0.000142551
area codes,t1 OR t2,1164,0.000386584
readers wives,t1 OR t2,70,0.000070542
beaumont enterprise,t1 OR t2,46,0.000098689
farm secrets,t1 OR t2,108,0.000076967
kids games,t1 OR t2,346,0.000144576
tom cruise,t1 OR t2,108,0.000084860
loudon tennessee,t1 OR t2,66,0.000074733
tudor city,t1 OR t2,771,0.000364305
wic program,t1 OR t2,248,0.000130329
fast cash,t1 OR t2,126,0.000089819
buddy holly,t1 OR t2,18,0.000065374
dear mountain,t1 OR t2,129,0.000103578
fathers day,t1 OR t2,504,0.000246269
guitar tabs,t1 OR t2,143,0.000108118
herbal abortion,t1 OR t2,20,0.000093940
rachel hunter,t1 OR t2,55,0.000072149
dean christians,t1 OR t2,79,0.000088212
louisiana pageants,t1 OR t2,68,0.000080181
anime image,t1 OR t2,5007,0.002017014
eddie bauer,t1 OR t2,17,0.000089260
ebay germany,t1 OR t2,392,0.000181314
insurance affiliates,t1 OR t2,57,0.000076200
happy birthday,t1 OR t2,105,0.002052214
traversing table,t1 OR t2,5346,0.002495023
window size,t1 OR t2,12086,0.005064639
onion booty,t1 OR t2,5,0.000054897
kitty fox,t1 OR t2,78,0.000085419
liberty capital,t1 OR t2,313,0.000159104
free downloads,t1 OR t2,6047,0.002156282
dr pepper,t1 OR t2,54,0.000084231
baseball trophies,t1 OR t2,130,0.000091565
trace emails,t1 OR t2,31,0.000055386
sheds backyard,t1 OR t2,6,0.000064884
reno weather,t1 OR t2,81,0.000072638
tobacco pipes,t1 OR t2,42,0.000058669
holiday catalog,t1 OR t2,85,0.000072568
2005 calendar,t1 OR t2,1192,0.000467533
soak city,t1 OR t2,760,0.000281400
amazon books,t1 OR t2,344,0.000181174
web md,t1 OR t2,239,0.000114264
sarah gilbert,t1 OR t2,44,0.000105044
head shops,t1 OR t2,6084,0.002054800
mini bathtub,t1 OR t2,20,0.000127953
bumper kit,t1 OR t2,44,0.000061113
national archives,t1 OR t2,589,0.000230205
talent agencies,t1 OR t2,130,0.003211410
shadow waves,t1 OR t2,90,0.000076269
swallowed magnets,t1 OR t2,14,0.000053430
ft fisher,t1 OR t2,404,0.000129770
paris hilton,t1 OR t2,166,0.000093521
glamour magazine,t1 OR t2,244,0.000113007
personal checks,t1 OR t2,409,0.000192070
aol members,t1 OR t2,671,0.000204293
underwater paint,t1 OR t2,49,0.000052034
sandals vacation,t1 OR t2,15,0.000041627
slang pda,t1 OR t2,20,0.000041906
yahoo mail,t1 OR t2,67,0.000055805
american income,t1 OR t2,951,0.000258771
country music,t1 OR t2,1659,0.000440853
yo mama,t1 OR t2,21,0.000045189
prestige bmw,t1 OR t2,26,0.000085907
talking deer,t1 OR t2,59,0.000052313
thomas durant,t1 OR t2,134,0.000090168
jenny mccarthy,t1 OR t2,18,0.000051964
peking restaurant,t1 OR t2,52,0.000051474
texas alcohol,t1 OR t2,203,0.000107071
sas motto,t1 OR t2,57,0.000071800
cracker barrel,t1 OR t2,20,0.000051614
wood desks,t1 OR t2,104,0.001363836
richard meadows,t1 OR t2,129,0.000069005
interviewing skills,t1 OR t2,75,0.000067888
donald spencer,t1 OR t2,117,0.000107629
jeff underwood,t1 OR t2,25,0.000053360
heterogeneous uterus,t1 OR t2,5,0.000049169
heat rash,t1 OR t2,78,0.000070473
sample tank,t1 OR t2,77,0.000058179
cd burning,t1 OR t2,245,0.000130748
flogging whips,t1 OR t2,3,0.000048401
italy map,t1 OR t2,694,0.000196121
motorcycle clubs,t1 OR t2,204,0.000105255
bible gateway,t1 OR t2,64,0.000056154
porche suv,t1 OR t2,8,0.000047773
american airlines,t1 OR t2,860,0.000303400
pamela anderson,t1 OR t2,77,0.000059576
audio adrenaline,t1 OR t2,105,0.000062929
callaway golf,t1 OR t2,62,0.000052523
